latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
43.32507,-122.99735,328.1,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,299,4,N
43.32458,-122.99134,331.3,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,299.2,4,N
43.32407,-122.9853,337.8,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,301.5,5.6,N
43.32355,-122.979,339.1,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,301.5,5.6,N
43.32302,-122.97253,328.9,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,299.7,3.9,N
43.32247,-122.96599,323,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,299.2,3.9,N
43.32097,-122.94794,320.8,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,298.3,2.4,N
43.31634,-122.89244,325.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,295.7,2.3,N
43.31585,-122.88651,331.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,298.3,3.7,N
43.30861,-122.80037,330.9,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,297.5,2.8,N
43.30805,-122.79377,333.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,297.6,4.3,N
43.32703,-123.02115,308.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.6,7.6,N
43.32191,-122.95928,309.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,297,2.6,N
43.3214,-122.9531,315.2,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,297.6,2.6,N
43.32053,-122.94257,317,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,298,2.4,N
43.32002,-122.93648,315.1,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,297.5,2,N
43.31945,-122.92958,313,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,295.7,2,N
43.31893,-122.92341,310.9,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,296,2.3,N
43.29716,-122.92984,305.4,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.6,2.8,N
43.30436,-123.07322,320.3,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.6,17.4,N
41.02616,-123.37177,302.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.3,37.2,N
41.02656,-123.37656,313.9,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.2,67.6,N
41.02737,-123.38637,308.9,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.4,23.6,N
41.02776,-123.39103,314.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.7,23.6,N
41.03232,-123.44695,316.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.9,3.4,N
41.03644,-123.49769,303.1,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,287.9,7.2,N
41.02696,-123.38142,350.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,295.4,67.6,N
41.02848,-123.39974,338.1,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.2,5.5,N
41.02885,-123.40418,339.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.2,11.6,N
41.02926,-123.40913,345.6,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.1,11.6,N
41.03025,-123.4213,321.2,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.4,3.6,N
41.03273,-123.45187,346.9,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.7,14.8,N
41.03314,-123.45694,349.5,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,306.4,14.8,N
41.03359,-123.46243,345.9,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,306.8,69.6,N
41.03407,-123.46841,367,0.48,0.48,2020-09-09,09:30,1,high,2.0NRT,341.7,69.6,N
41.03454,-123.47412,330.5,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,322.4,59.6,N
41.03498,-123.47958,344.2,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,313,59.6,N
41.03543,-123.48518,337.3,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.1,27.7,N
41.03591,-123.49116,340.8,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.9,27.7,N
41.02891,-123.35133,304.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,287.2,0.5,N
41.03249,-123.39449,305.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.9,5.5,N
41.0352,-123.42746,312.1,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.2,2.7,N
41.03709,-123.45068,313.3,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,287.4,14.8,N
41.0375,-123.45559,317.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.3,14.8,N
41.03794,-123.461,316.7,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,288.5,69.6,N
41.03885,-123.47225,314.9,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,288.6,59.6,N
41.02934,-123.35652,323.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.2,4,N
41.02975,-123.36141,334.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.5,4,N
41.03014,-123.36617,350,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,299.4,37.2,N
41.03053,-123.37081,338.4,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,316.6,37.2,N
41.03092,-123.3755,367,0.47,0.48,2020-09-09,09:30,1,high,2.0NRT,339.3,67.6,N
41.03132,-123.38029,333.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,332.9,67.6,N
41.03172,-123.38519,351.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,313.7,23.6,N
41.03212,-123.38991,367,0.47,0.48,2020-09-09,09:30,1,high,2.0NRT,297.4,23.6,N
41.0329,-123.39932,348.4,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,299.7,5.5,N
41.0333,-123.40429,351.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,296.8,11.6,N
41.03464,-123.42055,330.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.5,3.6,N
41.0384,-123.46669,330.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.6,69.6,N
41.03929,-123.47757,320.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,288.3,59.6,N
41.03976,-123.48338,346.8,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.9,27.7,N
41.04027,-123.48967,349.5,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,309.1,27.7,N
41.0408,-123.49625,335.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.1,7.2,N
41.03416,-123.36103,307.1,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.5,1.1,N
41.03455,-123.36575,314.4,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.5,1.9,N
41.0365,-123.38906,313,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292,4.1,N
41.03689,-123.3938,313.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.7,7.2,N
41.0378,-123.40489,310.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.2,2.1,N
41.03825,-123.41029,312.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.4,2.1,N
41.04318,-123.47047,316.7,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,287.3,3.6,N
41.04362,-123.47583,310.5,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,286.9,3.6,N
41.04518,-123.49511,302.1,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,286.7,1.3,N
41.03329,-123.35052,342.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.5,5.6,N
41.03493,-123.37028,320.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.1,1.9,N
41.03532,-123.37495,323.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.3,3,N
41.03571,-123.37969,333.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,295.6,3,N
41.03611,-123.3844,336.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,296,4.1,N
41.03732,-123.39909,330.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.9,7.2,N
41.04185,-123.45418,342.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.9,4.3,N
41.04229,-123.45955,323.5,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.1,2.8,N
41.04274,-123.46506,320.9,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.2,2.8,N
41.04409,-123.48165,323.1,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.3,11.8,N
41.04464,-123.48833,354.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.1,11.8,N
41.03809,-123.35479,301.1,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.5,1.1,N
41.03856,-123.36044,304.4,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290,1.1,N
41.03896,-123.36535,314.1,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.9,1.9,N
41.03934,-123.36987,313.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.6,1.9,N
41.03973,-123.37447,316.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293,3,N
41.04012,-123.37923,319.4,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.5,3,N
41.04234,-123.40601,309.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.7,2.1,N
41.04663,-123.45811,308.8,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,286.6,2.8,N
41.03765,-123.34956,335.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.7,5.6,N
41.04053,-123.38413,323.6,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.1,4.1,N
41.04095,-123.3892,342.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,297.5,4.1,N
41.04139,-123.39443,340.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,297.2,7.2,N
41.04187,-123.40025,354.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,303.8,7.2,N
41.04621,-123.45286,323.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,288.6,4.3,N
41.04709,-123.46362,322.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,288.1,2.8,N
41.04753,-123.46902,327.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.4,3.6,N
41.04798,-123.47451,340.8,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,288.6,3.6,N
41.04846,-123.48038,367,0.48,0.48,2020-09-09,09:30,1,high,2.0NRT,295.1,11.8,N
41.049,-123.48708,339.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.6,11.8,N
41.04291,-123.35937,303.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.1,5.5,N
41.04337,-123.36485,306.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.9,1.8,N
41.04375,-123.3695,308.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.5,1.8,N
41.04414,-123.3741,309.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.9,1.9,N
41.04455,-123.37894,317.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.6,1.9,N
41.05057,-123.45164,308,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,286.5,2.6,N
41.05099,-123.45673,315.8,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,286.9,7.9,N
41.05339,-123.48605,303.2,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,285.5,5.5,N
41.042,-123.34838,335.4,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.8,8.5,N
41.0424,-123.3533,338.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.1,5.5,N
41.04498,-123.38424,322.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.9,7.7,N
41.04545,-123.38984,345.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,304,7.7,N
41.04593,-123.39561,354.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,300.5,14.4,N
41.0464,-123.40134,340.9,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,296.4,14.4,N
41.05145,-123.46231,336.1,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.3,7.9,N
41.05191,-123.4679,344.9,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.6,5.7,N
41.05238,-123.47362,344.5,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.8,5.7,N
41.05287,-123.47964,354.2,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.2,5.5,N
41.04722,-123.35767,316,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.6,5.5,N
41.04818,-123.36926,312,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.8,1.8,N
41.04859,-123.37424,311.1,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.4,1.9,N
41.04948,-123.38483,311.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.6,7.7,N
41.0563,-123.46695,312.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,286.8,5.7,N
41.05782,-123.4855,301.9,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,285.6,5.5,N
41.04634,-123.34715,335.9,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,295.3,8.5,N
41.04673,-123.35189,349.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,296.3,5.5,N
41.04776,-123.36423,328.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.9,1.8,N
41.04902,-123.37935,320,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.2,1.9,N
41.04995,-123.39051,341.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,297.8,7.7,N
41.05042,-123.39615,367,0.47,0.48,2020-09-09,09:30,1,high,2.0NRT,303.1,14.4,N
41.05086,-123.40141,329.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.7,14.4,N
41.05537,-123.45566,337.9,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.3,7.9,N
41.05582,-123.46116,367,0.48,0.48,2020-09-09,09:30,1,high,2.0NRT,294.6,7.9,N
41.05679,-123.47296,325.3,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,288,5.7,N
41.05729,-123.47906,333.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,287.1,5.5,N
41.05067,-123.34577,303,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.9,2.5,N
41.05149,-123.35552,310.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.4,6.1,N
41.05307,-123.37458,313.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.1,2.2,N
41.05352,-123.38004,313.9,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.4,2.2,N
41.05397,-123.3854,315.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.4,5.3,N
41.05486,-123.39597,315.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.5,5,N
41.05939,-123.45042,306,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,285.8,1.2,N
41.0598,-123.45528,309.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,284.6,2.4,N
41.0607,-123.46623,317,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,286.9,1.9,N
41.06122,-123.47251,310.8,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,287,1.9,N
41.05105,-123.35032,355.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,299.9,6.1,N
41.05211,-123.36304,336.9,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,300,6.8,N
41.0526,-123.36906,344,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,299.1,6.8,N
41.05442,-123.39077,349.6,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,299,5.3,N
41.06022,-123.46037,338.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,287.6,2.4,N
41.06173,-123.47866,339.3,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.9,30.4,N
41.06226,-123.48514,348.2,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,308.9,30.4,N
41.06278,-123.49152,354.2,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.6,22.2,N
41.06328,-123.49765,347.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,288.2,22.2,N
41.05499,-123.34438,309.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292,2.5,N
41.05579,-123.35383,311.6,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.1,6.1,N
41.05639,-123.36114,310.1,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.8,6.8,N
41.05694,-123.36761,307.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.8,6.8,N
41.05791,-123.37933,317.4,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,295.6,2.2,N
41.05838,-123.38493,310.1,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,295.4,5.3,N
41.05998,-123.40398,308.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.4,2.7,N
41.06463,-123.45974,304.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,286.2,2.4,N
41.06512,-123.46558,303.5,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,286.1,1.9,N
41.06567,-123.47231,301.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,287.9,1.9,N
41.0662,-123.47868,318.8,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,288.3,30.4,N
41.06937,-123.51732,304.2,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.7,0.9,N
41.05537,-123.34885,344.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,297.4,6.1,N
41.06673,-123.48515,353.1,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,302.8,30.4,N
41.06725,-123.49143,367,0.48,0.48,2020-09-09,09:30,1,high,2.0NRT,295.4,22.2,N
41.06774,-123.49751,367,0.48,0.48,2020-09-09,09:30,1,high,2.0NRT,295.4,22.2,N
41.06825,-123.50362,325.7,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,288.7,7.2,N
41.05932,-123.34297,315.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.6,14.9,N
41.06068,-123.3591,308.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.9,1.9,N
41.07066,-123.47868,302.5,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,287.8,1.7,N
41.07119,-123.48504,313,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.7,1.7,N
41.07271,-123.50346,310.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.1,3.6,N
41.07574,-123.54023,318.9,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291,3.8,N
41.05968,-123.34736,350.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,297.3,11.5,N
41.0722,-123.49733,323.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.5,4.2,N
41.07477,-123.52843,346.9,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,295.2,8.4,N
41.07526,-123.53436,349.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,296.2,8.4,N
41.06239,-123.32684,306.9,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.8,0.3,N
41.0645,-123.35177,313.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.4,11.5,N
41.06501,-123.3578,307,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.1,1.9,N
41.06369,-123.34209,352,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,304.2,14.9,N
41.06405,-123.3464,353.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,300.8,11.5,N
41.08001,-123.53754,330.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.2,3.8,N
41.0667,-123.32536,302.6,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.2,0.6,N
41.07032,-123.36803,305.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.4,1.9,N
41.08389,-123.53023,309.2,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,288.9,1.4,N
41.06811,-123.34196,326.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.7,4,N
41.06849,-123.34634,352.9,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,308.4,29.6,N
41.06895,-123.35189,348.4,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,313.8,29.6,N
41.06939,-123.35702,353.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,306,65.1,N
41.06982,-123.3621,342.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,312.9,65.1,N
41.08437,-123.53609,328.3,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.5,3.7,N
41.07468,-123.36704,306.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.3,1.9,N
41.0753,-123.37439,305.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.5,1.9,N
41.08787,-123.52419,301.5,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.6,1.4,N
41.07254,-123.34181,329.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.5,4,N
41.07294,-123.34662,341,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,297.2,29.6,N
41.07339,-123.35187,327.4,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.4,29.6,N
41.0738,-123.35669,325.1,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,312.2,65.1,N
41.0742,-123.36134,347.1,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,309,65.1,N
41.07861,-123.36089,314.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.9,26.1,N
41.07906,-123.36629,306,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.9,1.3,N
41.09229,-123.52347,303.7,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290,3.9,N
41.07783,-123.35178,334.7,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,297.5,23.6,N
41.07822,-123.3564,333.1,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,327.1,26.1,N
41.08344,-123.36554,306.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.3,1.3,N
41.09671,-123.52278,317.3,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.2,3.9,N
41.08083,-123.33497,355,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,295.7,8.4,N
41.08131,-123.3405,343.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,296.7,8.4,N
41.0818,-123.34625,330.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.7,23.6,N
41.08224,-123.35141,354.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,303.4,23.6,N
41.08265,-123.35616,346.4,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,296.8,26.1,N
41.08301,-123.36046,321.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.3,26.1,N
41.0972,-123.52862,337.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.8,3.9,N
41.08514,-123.33331,315,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.4,2.8,N
41.08614,-123.34496,309.3,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.2,1.8,N
41.08663,-123.35073,318.6,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.1,1.8,N
41.08743,-123.3601,319,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.7,1.9,N
41.08784,-123.36492,311.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.4,1.5,N
41.08833,-123.37064,305,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.2,1.5,N
41.09441,-123.44227,303.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,287.6,2.1,N
41.09799,-123.48463,310,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,283.7,1.2,N
41.10115,-123.52225,316.8,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291,2.6,N
41.10165,-123.52817,318.4,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.1,2.6,N
41.08471,-123.32826,337.8,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,295,3.1,N
41.08707,-123.3559,322.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.3,1.9,N
41.08905,-123.32721,310.6,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.4,3.1,N
41.08992,-123.33732,306.9,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292,2.8,N
41.09048,-123.34391,311.2,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.8,1.8,N
41.09101,-123.34999,318.5,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.8,1.8,N
41.09146,-123.35529,311.1,0.47,0.48,2020-09-09,09:30,1,nominal,2.0NRT,293.1,1.9,N
41.18486,-123.41126,320.1,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,285.9,1.2,N
41.18931,-123.41116,314.7,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,286.1,1,N
41.19221,-123.39272,303.8,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,289.6,1.2,N
41.24082,-123.39301,317.2,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.5,1.9,N
41.24521,-123.39219,308,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,292.4,1.9,N
41.24607,-123.40261,310.2,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.2,1.2,N
41.24645,-123.40726,302.3,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.6,1.2,N
41.24567,-123.39787,326.5,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,291.8,1.9,N
41.24961,-123.39145,310.6,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,290.7,5.4,N
41.25012,-123.39758,338.3,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,294.9,5.4,N
41.25052,-123.4025,344.9,0.48,0.48,2020-09-09,09:30,1,nominal,2.0NRT,297.9,16,N
